--- Front number 0 has 100 solutions ---

Average Of Parameters Methods,Average Of Number of Edges,Average Of Number of Actions,Average Of Locality,Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
 1.0927152317880795 , 2.7152317880794703 , 2.1788079470198674 , 1.0 , 4.372340425531915 , 0.2978723404255319 , 1.8203309692671394 , 0.5 , 3.3958167975787377 , 0.07180851063829788 , 0.0851063829787234
 1.08 , 2.7 , 2.1733333333333333 , 1.0 , 4.326315789473684 , 0.30526315789473685 , 1.6789473684210525 , 0.47368421052631576 , 3.4597347929611573 , 0.07105263157894737 , 0.08421052631578947
 1.042857142857143 , 2.692857142857143 , 2.2071428571428573 , 1.0 , 3.850467289719626 , 0.2897196261682243 , 0.6918669336893637 , 0.4205607476635514 , 3.0480776959631064 , 0.053738317757009345 , 0.09345794392523364
 1.0425531914893618 , 2.702127659574468 , 2.2127659574468086 , 1.0 , 3.814814814814815 , 0.28703703703703703 , 0.6856150793650794 , 0.4166666666666667 , 3.0737305208234735 , 0.04398148148148148 , 0.09259259259259259
 0.8951048951048951 , 2.4475524475524475 , 2.062937062937063 , 1.0 , 3.7142857142857144 , 0.26785714285714285 , 0.682295209750567 , 0.39285714285714285 , 3.0527194239883686 , 0.05491071428571429 , 0.08928571428571429
 0.8680555555555556 , 2.4444444444444446 , 2.0625 , 1.0 , 3.7232142857142856 , 0.26785714285714285 , 0.7276821145124718 , 0.4017857142857143 , 3.041539947290723 , 0.04598214285714286 , 0.08928571428571429
 0.8611111111111112 , 2.4444444444444446 , 2.0625 , 1.0 , 3.6491228070175437 , 0.2631578947368421 , 0.6885999721526038 , 0.39473684210526316 , 3.028047741580556 , 0.07733918128654971 , 0.08771929824561403
 0.8918918918918919 , 2.4864864864864864 , 2.060810810810811 , 1.0 , 3.5338983050847457 , 0.2542372881355932 , 0.7793818940005381 , 0.3983050847457627 , 2.9733472480931322 , 0.07754237288135593 , 0.09322033898305085
 0.993421052631579 , 2.6052631578947367 , 2.0592105263157894 , 1.0 , 3.5254237288135593 , 0.2457627118644068 , 0.8185768092547755 , 0.3983050847457627 , 2.9644667582795594 , 0.1114406779661017 , 0.09322033898305085
 0.9261744966442953 , 2.530201342281879 , 2.0604026845637584 , 1.0 , 3.5338983050847457 , 0.2457627118644068 , 0.8411756793112726 , 0.3983050847457627 , 2.968288136835241 , 0.11991525423728813 , 0.09322033898305085
 0.9261744966442953 , 2.530201342281879 , 2.0604026845637584 , 1.0 , 3.542372881355932 , 0.2457627118644068 , 0.8447067527576002 , 0.3898305084745763 , 2.9682881368352416 , 0.09392655367231638 , 0.09322033898305085
 0.9066666666666666 , 2.52 , 2.06 , 1.0 , 3.5338983050847457 , 0.2457627118644068 , 0.9845372612321766 , 0.3898305084745763 , 2.96319594429039 , 0.10240112994350282 , 0.09322033898305085
 0.8926174496644296 , 2.563758389261745 , 2.120805369127517 , 1.0 , 3.504201680672269 , 0.24369747899159663 , 0.8250033346672002 , 0.3865546218487395 , 2.9608132397354114 , 0.07633053221288516 , 0.10084033613445378
 1.0077519379844961 , 2.6511627906976742 , 2.13953488372093 , 1.0 , 3.4545454545454546 , 0.256198347107438 , 0.7580152171061263 , 0.371900826446281 , 2.8482027584369836 , 0.11599763872491145 , 0.09917355371900827
 1.0317460317460319 , 2.6666666666666665 , 2.142857142857143 , 1.0 , 3.370967741935484 , 0.24193548387096775 , 0.723547107014849 , 0.3467741935483871 , 2.822625978430303 , 0.0809331797235023 , 0.0967741935483871
 0.9923076923076923 , 2.6307692307692307 , 2.1307692307692307 , 1.0 , 3.379032258064516 , 0.24193548387096775 , 0.768305171530978 , 0.3467741935483871 , 2.8049168174837 , 0.07286866359447004 , 0.0967741935483871
 1.007936507936508 , 2.6507936507936507 , 2.134920634920635 , 1.0 , 3.379032258064516 , 0.24193548387096775 , 0.7279825908858166 , 0.3467741935483871 , 2.8139717351645075 , 0.07690092165898617 , 0.0967741935483871
 0.776 , 2.52 , 2.152 , 1.0 , 3.36 , 0.24 , 0.738847619047619 , 0.352 , 2.7474328193377535 , 0.06828571428571428 , 0.104
 0.7637795275590551 , 2.5118110236220472 , 2.1496062992125986 , 1.0 , 3.3333333333333335 , 0.23809523809523808 , 1.3775243935958221 , 0.3492063492063492 , 2.71144546468051 , 0.09552154195011338 , 0.10317460317460317
 0.7401574803149606 , 2.5039370078740157 , 2.1653543307086616 , 1.0 , 3.2790697674418605 , 0.23255813953488372 , 0.7821814490419141 , 0.34108527131782945 , 2.6838186883502355 , 0.08554817275747509 , 0.10077519379844961
 0.7480314960629921 , 2.52755905511811 , 2.188976377952756 , 1.0 , 3.2290076335877864 , 0.22900763358778625 , 0.7831441459304054 , 0.35877862595419846 , 2.6571787563206377 , 0.09520780322307039 , 0.11450381679389313
 0.6865671641791045 , 2.470149253731343 , 2.171641791044776 , 1.0 , 3.110294117647059 , 0.21323529411764705 , 1.099327571937866 , 0.34558823529411764 , 2.5414644192542832 , 0.1025735294117647 , 0.11029411764705882
 0.6870229007633588 , 2.480916030534351 , 2.1755725190839694 , 1.0 , 3.021276595744681 , 0.20567375886524822 , 0.9675407103945494 , 0.3333333333333333 , 2.5400938961017117 , 0.06382978723404255 , 0.10638297872340426
 0.6587301587301587 , 2.4682539682539684 , 2.1825396825396823 , 1.0 , 2.972027972027972 , 0.2097902097902098 , 0.7877902754993056 , 0.32867132867132864 , 2.5549992709392595 , 0.0859140859140859 , 0.1048951048951049
 0.6434108527131783 , 2.4573643410852712 , 2.1782945736434107 , 1.0 , 2.924137931034483 , 0.2 , 1.238771688082033 , 0.3310344827586207 , 2.4667715106640404 , 0.11921182266009851 , 0.10344827586206896
 0.6074074074074074 , 2.437037037037037 , 2.1703703703703705 , 1.0 , 2.8972602739726026 , 0.19863013698630136 , 0.631674375852458 , 0.3356164383561644 , 2.415711836087203 , 0.11154598825831702 , 0.10273972602739725
 0.6323529411764706 , 2.448529411764706 , 2.176470588235294 , 1.0 , 2.864864864864865 , 0.19594594594594594 , 0.6265166140166141 , 0.33783783783783783 , 2.4004350895684454 , 0.12355212355212354 , 0.10135135135135136
 0.6277372262773723 , 2.4452554744525545 , 2.1751824817518246 , 1.0 , 2.858108108108108 , 0.19594594594594594 , 0.6601877851877852 , 0.34459459459459457 , 2.399238020241353 , 0.1303088803088803 , 0.10135135135135136
 1.2472527472527473 , 2.769230769230769 , 2.1153846153846154 , 1.0 , 5.0886075949367084 , 0.3924050632911392 , 1.5270026906378034 , 0.569620253164557 , 3.487539836661541 , 0.1962025316455696 , 0.05063291139240506
 1.3149171270718232 , 2.7900552486187844 , 2.1215469613259668 , 1.0 , 5.220779220779221 , 0.4025974025974026 , 1.6445740579139785 , 0.5714285714285714 , 3.542101048241498 , 0.14935064935064934 , 0.05194805194805195
 1.2899408284023668 , 2.757396449704142 , 2.136094674556213 , 1.0 , 5.2894736842105265 , 0.40789473684210525 , 1.504136122585779 , 0.5657894736842105 , 3.4855843477979462 , 0.125 , 0.05263157894736842
 1.2545454545454546 , 2.7696969696969695 , 2.1636363636363636 , 1.0 , 5.638888888888889 , 0.4027777777777778 , 1.615088460083931 , 0.5694444444444444 , 3.9340961701585715 , 0.1736111111111111 , 0.05555555555555555
 1.281437125748503 , 2.8263473053892216 , 2.2035928143712575 , 1.0 , 5.884057971014493 , 0.42028985507246375 , 1.6855512433726045 , 0.5942028985507246 , 4.0014916229908755 , 0.15942028985507245 , 0.057971014492753624
 1.2637362637362637 , 2.802197802197802 , 2.142857142857143 , 1.0 , 4.962962962962963 , 0.38271604938271603 , 1.8009259259259256 , 0.5679012345679012 , 3.476819179212269 , 0.15432098765432098 , 0.06172839506172839
 1.1533333333333333 , 2.84 , 2.2533333333333334 , 1.0 , 6.328125 , 0.515625 , 3.177109066205533 , 0.6875 , 3.3628160440368653 , 0.13020833333333331 , 0.0625
 1.25 , 2.7666666666666666 , 2.1166666666666667 , 1.0 , 5.0125 , 0.3875 , 1.557776268115942 , 0.5625 , 3.4586160984497396 , 0.15625 , 0.0625
 1.0909090909090908 , 2.811688311688312 , 2.2662337662337664 , 1.0 , 6.4603174603174605 , 0.5238095238095238 , 2.6307840307840307 , 0.6666666666666666 , 3.221789613772473 , 0.16666666666666666 , 0.06349206349206349
 1.108974358974359 , 2.826923076923077 , 2.2628205128205128 , 1.0 , 6.4603174603174605 , 0.5238095238095238 , 2.555916305916305 , 0.6666666666666666 , 3.2421475502091495 , 0.18253968253968253 , 0.06349206349206349
 1.0714285714285714 , 2.8181818181818183 , 2.279220779220779 , 1.0 , 6.564516129032258 , 0.5161290322580645 , 2.647947214076246 , 0.6451612903225806 , 3.3473353017619845 , 0.18279569892473116 , 0.06451612903225806
 1.0975609756097562 , 2.841463414634146 , 2.268292682926829 , 1.0 , 6.898305084745763 , 0.5254237288135594 , 2.0758236114168316 , 0.6440677966101694 , 3.449476704991891 , 0.2076271186440678 , 0.06779661016949153
 1.0858895705521472 , 2.8220858895705523 , 2.263803680981595 , 1.0 , 6.898305084745763 , 0.5423728813559322 , 2.134081737471568 , 0.6610169491525424 , 3.554205779902352 , 0.24293785310734461 , 0.06779661016949153
 1.0914634146341464 , 2.725609756097561 , 2.176829268292683 , 1.0 , 4.670454545454546 , 0.3181818181818182 , 1.3474296536796535 , 0.5568181818181818 , 3.377347861694494 , 0.09375 , 0.06818181818181818
 1.103658536585366 , 2.75 , 2.1707317073170733 , 1.0 , 7.017241379310345 , 0.5862068965517241 , 2.107488057919092 , 0.6379310344827587 , 3.9520722125411307 , 0.16379310344827586 , 0.06896551724137931
 1.1775147928994083 , 2.775147928994083 , 2.171597633136095 , 1.0 , 4.764705882352941 , 0.32941176470588235 , 1.347456582633053 , 0.5294117647058824 , 3.3999093743071147 , 0.0892156862745098 , 0.07058823529411765
 1.1403508771929824 , 2.7485380116959064 , 2.152046783625731 , 1.0 , 4.823529411764706 , 0.32941176470588235 , 1.3119663865546216 , 0.5647058823529412 , 3.4382100743564465 , 0.0892156862745098 , 0.07058823529411765
 1.1588235294117648 , 2.7705882352941176 , 2.1705882352941175 , 1.0 , 4.776470588235294 , 0.32941176470588235 , 1.3592212885154058 , 0.5411764705882353 , 3.391164991562635 , 0.09019607843137255 , 0.07058823529411765
 1.1676300578034682 , 2.7630057803468207 , 2.161849710982659 , 1.0 , 4.821428571428571 , 0.3333333333333333 , 1.5283730158730158 , 0.5357142857142857 , 3.3233427448017263 , 0.09325396825396826 , 0.07142857142857142
 1.2333333333333334 , 2.7666666666666666 , 2.1277777777777778 , 1.0 , 4.843373493975903 , 0.37349397590361444 , 1.5472891566265061 , 0.5421686746987951 , 3.470500340354518 , 0.10843373493975904 , 0.07228915662650602
 1.1096774193548387 , 2.7161290322580647 , 2.174193548387097 , 1.0 , 4.6 , 0.3111111111111111 , 1.3795238095238096 , 0.5333333333333333 , 3.3654816767224505 , 0.09944444444444443 , 0.07777777777777778
 1.08 , 2.7 , 2.1733333333333333 , 1.0 , 4.326315789473684 , 0.30526315789473685 , 1.6789473684210525 , 0.47368421052631576 , 3.4597347929611573 , 0.07105263157894737 , 0.08421052631578947
 1.0927152317880795 , 2.7152317880794703 , 2.1788079470198674 , 1.0 , 4.372340425531915 , 0.2978723404255319 , 1.8203309692671394 , 0.5 , 3.3958167975787377 , 0.07180851063829788 , 0.0851063829787234
 0.8611111111111112 , 2.4444444444444446 , 2.0625 , 1.0 , 3.6491228070175437 , 0.2631578947368421 , 0.6885999721526038 , 0.39473684210526316 , 3.028047741580556 , 0.07733918128654971 , 0.08771929824561403
 1.1111111111111112 , 2.712418300653595 , 2.176470588235294 , 1.0 , 4.527472527472527 , 0.3076923076923077 , 1.8313971742543174 , 0.5164835164835165 , 3.3628001588594154 , 0.07417582417582418 , 0.08791208791208792
 0.8680555555555556 , 2.4444444444444446 , 2.0625 , 1.0 , 3.7232142857142856 , 0.26785714285714285 , 0.7276821145124718 , 0.4017857142857143 , 3.041539947290723 , 0.04598214285714286 , 0.08928571428571429
 0.8951048951048951 , 2.4475524475524475 , 2.062937062937063 , 1.0 , 3.7142857142857144 , 0.26785714285714285 , 0.682295209750567 , 0.39285714285714285 , 3.0527194239883686 , 0.05491071428571429 , 0.08928571428571429
 1.0425531914893618 , 2.702127659574468 , 2.2127659574468086 , 1.0 , 3.814814814814815 , 0.28703703703703703 , 0.6856150793650794 , 0.4166666666666667 , 3.0737305208234735 , 0.04398148148148148 , 0.09259259259259259
 0.993421052631579 , 2.6052631578947367 , 2.0592105263157894 , 1.0 , 3.5254237288135593 , 0.2457627118644068 , 0.8185768092547755 , 0.3983050847457627 , 2.9644667582795594 , 0.1114406779661017 , 0.09322033898305085
 0.9261744966442953 , 2.530201342281879 , 2.0604026845637584 , 1.0 , 3.5338983050847457 , 0.2457627118644068 , 0.8411756793112726 , 0.3983050847457627 , 2.968288136835241 , 0.11991525423728813 , 0.09322033898305085
 0.8918918918918919 , 2.4864864864864864 , 2.060810810810811 , 1.0 , 3.5338983050847457 , 0.2542372881355932 , 0.7793818940005381 , 0.3983050847457627 , 2.9733472480931322 , 0.07754237288135593 , 0.09322033898305085
 0.9261744966442953 , 2.530201342281879 , 2.0604026845637584 , 1.0 , 3.542372881355932 , 0.2457627118644068 , 0.8447067527576002 , 0.3898305084745763 , 2.9682881368352416 , 0.09392655367231638 , 0.09322033898305085
 0.9066666666666666 , 2.52 , 2.06 , 1.0 , 3.5338983050847457 , 0.2457627118644068 , 0.9845372612321766 , 0.3898305084745763 , 2.96319594429039 , 0.10240112994350282 , 0.09322033898305085
 1.042857142857143 , 2.692857142857143 , 2.2071428571428573 , 1.0 , 3.850467289719626 , 0.2897196261682243 , 0.6918669336893637 , 0.4205607476635514 , 3.0480776959631064 , 0.053738317757009345 , 0.09345794392523364
 0.5801526717557252 , 2.3282442748091605 , 2.1068702290076335 , 1.0 , 2.7435897435897436 , 0.17307692307692307 , 0.728606116106116 , 0.33974358974358976 , 2.2244877478379657 , 0.1420940170940171 , 0.09615384615384616
 0.578125 , 2.3515625 , 2.125 , 1.0 , 2.7435897435897436 , 0.17307692307692307 , 1.2740884115884117 , 0.33974358974358976 , 2.253276265544647 , 0.14636752136752137 , 0.09615384615384616
 1.0317460317460319 , 2.6666666666666665 , 2.142857142857143 , 1.0 , 3.370967741935484 , 0.24193548387096775 , 0.723547107014849 , 0.3467741935483871 , 2.822625978430303 , 0.0809331797235023 , 0.0967741935483871
 0.9923076923076923 , 2.6307692307692307 , 2.1307692307692307 , 1.0 , 3.379032258064516 , 0.24193548387096775 , 0.768305171530978 , 0.3467741935483871 , 2.8049168174837 , 0.07286866359447004 , 0.0967741935483871
 1.007936507936508 , 2.6507936507936507 , 2.134920634920635 , 1.0 , 3.379032258064516 , 0.24193548387096775 , 0.7279825908858166 , 0.3467741935483871 , 2.8139717351645075 , 0.07690092165898617 , 0.0967741935483871
 0.5789473684210527 , 2.330827067669173 , 2.112781954887218 , 1.0 , 2.779220779220779 , 0.17532467532467533 , 0.8328428065441054 , 0.35064935064935066 , 2.217188297221441 , 0.15584415584415584 , 0.09740259740259741
 1.0077519379844961 , 2.6511627906976742 , 2.13953488372093 , 1.0 , 3.4545454545454546 , 0.256198347107438 , 0.7580152171061263 , 0.371900826446281 , 2.8482027584369836 , 0.11599763872491145 , 0.09917355371900827
 0.6183206106870229 , 2.3740458015267176 , 2.122137404580153 , 1.0 , 2.8266666666666667 , 0.18666666666666668 , 0.7635281385281385 , 0.3466666666666667 , 2.383659885953019 , 0.13857142857142857 , 0.1
 0.7401574803149606 , 2.5039370078740157 , 2.1653543307086616 , 1.0 , 3.2790697674418605 , 0.23255813953488372 , 0.7821814490419141 , 0.34108527131782945 , 2.6838186883502355 , 0.08554817275747509 , 0.10077519379844961
 0.8926174496644296 , 2.563758389261745 , 2.120805369127517 , 1.0 , 3.504201680672269 , 0.24369747899159663 , 0.8250033346672002 , 0.3865546218487395 , 2.9608132397354114 , 0.07633053221288516 , 0.10084033613445378
 0.6277372262773723 , 2.4452554744525545 , 2.1751824817518246 , 1.0 , 2.858108108108108 , 0.19594594594594594 , 0.6601877851877852 , 0.34459459459459457 , 2.399238020241353 , 0.1303088803088803 , 0.10135135135135136
 0.6323529411764706 , 2.448529411764706 , 2.176470588235294 , 1.0 , 2.864864864864865 , 0.19594594594594594 , 0.6265166140166141 , 0.33783783783783783 , 2.4004350895684454 , 0.12355212355212354 , 0.10135135135135136
 0.6074074074074074 , 2.437037037037037 , 2.1703703703703705 , 1.0 , 2.8972602739726026 , 0.19863013698630136 , 0.631674375852458 , 0.3356164383561644 , 2.415711836087203 , 0.11154598825831702 , 0.10273972602739725
 0.7637795275590551 , 2.5118110236220472 , 2.1496062992125986 , 1.0 , 3.3333333333333335 , 0.23809523809523808 , 1.3775243935958221 , 0.3492063492063492 , 2.71144546468051 , 0.09552154195011338 , 0.10317460317460317
 0.6434108527131783 , 2.4573643410852712 , 2.1782945736434107 , 1.0 , 2.924137931034483 , 0.2 , 1.238771688082033 , 0.3310344827586207 , 2.4667715106640404 , 0.11921182266009851 , 0.10344827586206896
 0.776 , 2.52 , 2.152 , 1.0 , 3.36 , 0.24 , 0.738847619047619 , 0.352 , 2.7474328193377535 , 0.06828571428571428 , 0.104

